Date,Open,High,Low,Close,Volume,MOM,DMI,ROC,ADX,AROON_OSC,CCI,RSI,slowk,slowd,fastk,fastd,CMO,PPO,UO,Signal_origin,Signal_trend
2010-07-14,502.869995,503.190002,499.73999,499.970001,590200.0,9.989990000000034,12.543849879825004,2.0388566422559595,16.482531083958346,71.42857142857143,132.02079533353577,61.71220507553108,71.67471309695893,54.26120653511189,87.70052718121545,71.67471309695893,34.80733641772501,-0.4367079639386569,55.42763259939828,1,0
2010-07-15,501.679993,502.190002,500.619995,501.730011,652100.0,12.140015000000005,12.543849879824995,2.4796288933975674,16.201196712234534,71.42857142857143,100.32300342759625,63.512427224772985,80.98405565751256,62.51411335991814,94.42325650825255,80.98405565751256,39.96661794597938,-0.25680592134135116,52.58405347670087,0,0
2010-07-16,503.630005,504.23999,498.399994,498.880005,592300.0,13.19000299999999,6.189877018213566,2.715724627990168,15.486102448375894,85.71428571428572,70.85277772493409,58.6994367522882,84.1775671747999,70.37046698668749,76.62456663744146,84.1775671747999,22.330307669334164,-0.02653179963303965,50.6854305427842,0,0
2010-07-19,494.359985,499.630005,494.359985,498.48999,506000.0,12.339995999999985,4.389125589661221,2.538310429352797,14.69346124418199,85.71428571428572,23.065934193727706,58.05112019123937,83.38505069732473,76.3776086955108,74.92367201872548,83.38505069732473,20.002423655166954,0.22207475294996598,57.05944175547628,1,0
2010-07-20,501.320007,501.640015,498.429993,499.720001,686800.0,12.30999700000001,0.9006006607990832,2.5255938324975302,13.708256916797497,85.71428571428572,50.84207870295786,59.56779669371826,82.79197919483997,80.60267316428721,80.2878736285649,82.79197919483997,25.06195004069015,0.4401645227382081,50.20279839560665,0,0
2010-07-21,502.630005,503.079987,496.730011,496.730011,721200.0,10.320006999999976,3.550904537420391,2.1216683281867654,12.98273174684199,57.142857142857146,14.586188058032018,54.417236173570636,78.70151909645833,82.0080343641871,67.24822668930719,78.70151909645833,6.62079153115217,0.630977992216112,38.679899479174715,0,0
2010-07-22,496.470001,497.839996,482.970001,484.720001,668000.0,-4.2399899999999775,30.33989590579217,-0.8671445676625922,14.222529186767003,57.142857142857146,-237.01326856279127,39.60423882032056,61.46237875393432,78.10369898347145,8.227554795632493,61.46237875393432,-36.01458785980252,0.6921105583938612,33.553814926712114,0,1
2010-07-23,490.170013,490.649994,480.660004,483.690002,532200.0,-8.459992,33.670640682007274,-1.718986508816256,15.611680007855595,-35.714285714285715,-176.06865161773482,38.63296294939161,48.70743981065472,71.00967351064241,12.849871921043475,48.70743981065472,-38.39150891788117,0.667847972342382,32.52136655364588,1,1
2010-07-26,485.820007,488.359985,485.630005,488.140015,499400.0,-8.55999700000001,33.670640682007274,-1.723373624561142,16.901605770295,-35.714285714285715,-95.18604565863176,44.918155199805746,40.067078130455776,62.34607899726863,31.72186361773074,40.067078130455776,-17.2257516279512,0.6024123781099149,34.82490636269209,0,0
2010-07-27,491.190002,491.73999,487.73999,487.73999,619400.0,-10.05001900000002,23.63865717407539,-2.0189274228683884,17.382823727707883,-35.714285714285715,-57.43352070341006,44.47716288050845,30.014584154154583,51.79059998913154,30.025403747058938,30.014584154154583,-18.48651106019073,0.39611254781914157,34.80009460371715,0,0
2010-07-28,490.179993,490.73999,486.679993,486.75,547800.0,-13.220001000000025,25.526324865441154,-2.644158844242339,17.964502380403115,-35.714285714285715,-54.71999816820762,43.34304832724491,21.730332892438902,40.39636274832766,25.826970380728785,21.730332892438902,-21.80259501679655,0.16030661471970728,29.597991836568056,0,0
2010-07-29,487.970001,488.820007,482.140015,482.559998,605500.0,-19.170012999999983,33.14878381005763,-3.820782608118689,19.049093911092722,-35.714285714285715,-83.17056765812242,38.83013629912681,21.696353000379194,32.44315759761663,8.057655335333937,21.696353000379194,-34.49163437703202,-0.15808146729497277,25.671020173106733,0,0
2010-07-30,483.76001,484.429993,479.269989,481.450012,484900.0,-17.429992999999968,37.503546065821006,-3.4938247324624583,20.367269065001885,-71.42857142857143,-110.79124745901164,37.70997236886528,20.872492282725823,26.87616809203085,8.730568332776633,20.872492282725823,-37.5135215595545,-0.46976742432537166,27.700204217465313,1,0
2010-08-02,483.890015,484.700012,481.75,481.980011,494900.0,-16.509978999999987,36.6019640131214,-3.311998100503477,21.526890132724706,-71.42857142857143,-88.73395653507592,38.62046925603993,16.698741819066633,22.202500829753024,10.853111299434808,16.698741819066633,-34.18840745987527,-0.7636958728901472,30.028235256143454,0,0
2010-08-03,485.079987,485.399994,481.720001,481.940002,575900.0,-17.779999000000032,34.1464202503852,-3.5579922685544108,22.428285141129027,-71.42857142857143,-70.888924457027,38.57463089817891,12.936427322722135,18.786869463466534,11.213831265336445,12.936427322722135,-34.323275114462476,-1.0706461096889055,27.321403427485187,0,0
2010-08-04,483.529999,483.820007,478.100006,479.589996,533400.0,-17.140015000000005,40.13933442453331,-3.450569649595825,23.69336008994362,-92.85714285714286,-115.71670390442937,35.88080432756025,8.963980511027843,16.23359898718432,5.964736322257319,8.963980511027843,-42.15623265509863,-1.3513182621381625,21.16356366873972,0,0
2010-08-05,482.880005,483.529999,474.709991,476.470001,530800.0,-8.25,45.17137736855876,-1.7020135300750638,25.22750418127327,-100.0,-128.0104601671543,32.62343399214724,8.593203936841507,13.612969174476783,6.203772464402257,8.593203936841507,-50.902301111039314,-1.3939712012907672,22.862927408404314,1,1
2010-08-06,477.940002,478.519989,474.089996,478.470001,545700.0,-5.220000999999968,46.06437390111798,-1.0792038244362923,26.715852018405034,-85.71428571428572,-126.68850028155016,36.5969580173569,10.535515533444109,11.545573824620439,18.442126315789643,10.535515533444109,-36.06572583450052,-1.3628034934258504,30.103759530396896,1,0
2010-08-09,479.869995,484.209991,479.790009,483.869995,490800.0,-4.270019999999988,25.812101164211672,-0.8747531177094703,26.651298385962654,-85.71428571428572,15.86130150666097,45.877854711605494,19.447048882221985,12.09523523725151,55.41077804332419,19.447048882221985,-4.775241992956837,-1.3206863730389822,39.00524209168626,0,0
2010-08-10,486.049988,486.079987,482.119995,482.160004,550200.0,-5.579985999999963,19.926929666807354,-1.144049312011497,26.170986334594414,-85.71428571428572,64.6068996353384,43.69656968117718,26.348770723598285,14.777703917426738,45.72244047221792,26.348770723598285,-11.98580731340521,-1.2769796812914271,36.1278029162776,0,0
2010-08-11,482.140015,483.26001,474.140015,475.140015,605100.0,-11.609984999999995,34.09473623071532,-2.3852049306625545,26.736968470031623,-78.57142857142857,-99.7234495932967,36.106843164098926,26.34564709308122,18.254037233837415,5.949118169672016,26.34564709308122,-34.79054720450216,-1.2636917791082762,33.91997427424371,0,1
2010-08-12,468.059998,473.279999,467.359985,470.980011,561600.0,-11.579987000000017,43.27772902419054,-2.3996989074921204,27.91845136675726,-85.71428571428572,-182.32839077728175,32.503908631675124,28.201577994408336,22.17571204535078,15.483426971037852,28.201577994408336,-44.39544262199935,-1.1894460653462395,36.94849001669717,1,1
2010-08-13,473.959991,477.190002,473.940002,477.170013,507400.0,-4.279999000000032,31.866588098110547,-0.888980972753628,28.20046113328249,-85.71428571428572,-55.511429533423204,41.80869991482519,33.6557603203759,26.799761002737135,45.71303794562744,33.6557603203759,-15.834656169258476,-1.0562358466339457,43.0004110755621,0,1
2010-08-16,477.970001,478.0,473.390015,476.079987,498600.0,-5.9000239999999735,29.564468735937023,-1.2241221348077813,28.297890247757813,-85.71428571428572,-50.168041391258754,40.74353352576631,31.889845169377686,29.288320260168273,46.58120228833315,31.889845169377686,-19.008283089952453,-0.9488005652181799,48.15396419775414,1,1
2010-08-17,477.339996,478.290009,476.420013,477.649994,563700.0,-4.290008,28.69815024217322,-0.8901539573799466,28.326480247358912,-78.57142857142857,-4.945751184508747,42.99623551794323,33.73895525937873,30.76635716732436,54.967990922223116,33.73895525937873,-12.155597936278012,-0.8109390002319966,46.734615083109624,1,1
2010-08-18,480.5,480.790009,478.200012,478.329987,472200.0,-1.2600089999999682,21.176334435271755,-0.26272628922809904,27.815755546495545,-71.42857142857143,34.30804210551898,43.98941027893271,44.26921798013596,34.3510713447353,58.6004317734582,44.26921798013596,-9.09474272136996,-0.6473301671308971,41.86813535841073,1,0
2010-08-19,480.339996,481.420013,480.339996,480.769989,519100.0,4.299987999999985,19.284331645322254,0.9024677295475625,27.206368124983165,-14.285714285714286,60.12622700572698,47.522584089062754,55.499458405701276,39.810647426993896,71.63462909886441,55.499458405701276,1.7314250465524235,-0.5170158442636295,46.57925851846823,0,0
2010-08-20,478.619995,480.970001,478.549988,480.380005,485300.0,1.910003999999958,22.96469029688143,0.39918991702887485,26.903391137261615,-14.285714285714286,52.92630612093371,47.01214233761763,60.26712710821291,45.13292078456131,69.5513814581856,60.26712710821291,-0.05199720220636055,-0.44298198601552274,55.53735894971105,0,0
2010-08-23,482.820007,484.01001,477.140015,477.140015,487400.0,-6.729980000000012,13.49947033119403,-1.390865329436275,25.945968222542497,-14.285714285714286,61.57010904302113,42.89033970703907,61.39963553422696,51.034878857531154,52.243744418403374,61.39963553422696,-14.123007519462533,-0.4691233567446425,48.55240369603705,0,0
2010-08-24,478.140015,478.48999,474.420013,474.970001,539600.0,-7.19000299999999,19.47222949906617,-1.4912068484220442,25.48355831372276,-14.285714285714286,-36.54691149067013,40.33934509011636,58.53639545551332,55.99436689675808,40.65179052865497,58.53639545551332,-22.358961054864444,-0.48654771120142287,38.59599653901457,0,0
2010-08-25,470.600006,472.559998,467.779999,467.809998,485900.0,-7.330016999999998,31.84431177457935,-1.5427067324565336,25.937897846641086,-14.285714285714286,-207.05554512411516,33.301372900633055,47.2970921691141,56.5999417345537,2.403915341462101,47.2970921691141,-42.74225932385814,-0.4427645931329517,30.984910266521755,0,0
2010-08-26,471.279999,472.109985,464.51001,464.529999,550900.0,-6.450012000000015,36.97933143037858,-1.3694874197113238,26.72657167405091,-85.71428571428572,-167.46889426313592,30.662203566735,32.99066788780271,52.09818363097399,0.10250769230744994,32.99066788780271,-49.56595918704379,-0.3898662166032024,23.567148501930003,0,1
2010-08-27,464.089996,465.190002,460.48999,461.519989,485500.0,-15.650023999999974,42.69538400604735,-3.279758487254303,27.86720112633637,-92.85714285714286,-146.47550835821502,28.4351077285589,19.956240341192192,44.036006277569854,4.379243725133015,19.956240341192192,-55.09134385229566,-0.5100277101663805,22.092612596782306,1,1
2010-08-30,466.929993,467.829987,465.970001,466.089996,530700.0,-9.989991000000032,34.09377393493785,-2.0983849926041964,28.31195632695076,-92.85714285714286,-72.19095124318777,36.031936809367195,14.269397272217452,34.60995862516795,23.80952907352969,14.269397272217452,-30.64409531870397,-0.5538820279871999,26.291014421057067,0,1
2010-08-31,464.640015,466.029999,462.059998,464.709991,517400.0,-12.94000299999999,39.87457835586562,-2.7090972809684533,29.137857900444683,-28.571428571428573,-77.30081648359702,34.82959155621613,9.727472339587516,24.848174001982787,17.942165865505288,9.727472339587516,-34.169322193289304,-0.645999002341334,28.791181070875098,1,1
2010-09-01,467.75,469.76001,467.75,469.75,563600.0,-8.579987000000017,28.31219236546609,-1.7937380538929126,29.078881790803358,-28.571428571428573,-17.237645985126097,42.390454571552006,17.120840738853378,18.812923715930644,39.3707573377914,17.120840738853378,-10.990444828900602,-0.7238517234323265,38.195646352194856,1,1
2010-09-02,474.23999,474.720001,472.549988,473.0,535700.0,-7.76998900000001,14.730803968869216,-1.6161551631293736,28.054019089236636,-28.571428571428573,56.41889229862471,46.68582252464738,27.7380937601244,17.762408890394983,53.18877279866258,27.7380937601244,1.3704723515226798,-0.8514301123266116,40.44180882121442,1,1
2010-09-03,475.980011,478.369995,475.920013,478.299988,597900.0,-2.080016999999998,5.8516833039373175,-0.43299408350686575,26.468137961715257,-28.571428571428573,130.9580009397819,52.858650116331674,42.00678825953379,22.172518474063303,75.72271622217997,42.00678825953379,18.103498896896852,-0.893532656552945,50.95084644564546,1,1
2010-09-06,482.820007,483.040009,481.649994,482.820007,513000.0,5.67999199999997,4.34816987351165,1.1904245758972865,24.888140241129285,-28.571428571428573,161.9120277416567,57.38976827339939,56.232975992367315,30.565234218093273,94.94046773769732,56.232975992367315,29.568006896549985,-0.7627150853322927,62.10211022248666,0,0
2010-09-07,484.149994,484.5,480.070007,480.200012,701100.0,5.23001099999999,0.8088892726841412,1.1011244897548789,23.168193743383203,50.0,104.65635556396381,54.14131193590643,69.06271340728352,42.43228243163248,82.09085294008632,69.06271340728352,18.729683424962023,-0.6318232438528064,60.56659815797729,0,1
