Date,Open,High,Low,Close,Volume,MOM,DMI,ROC,ADX,AROON_OSC,CCI,RSI,slowk,slowd,fastk,fastd,CMO,PPO,UO,Signal_origin,Signal_trend
2010-07-14,1754.430054,1764.810059,1754.119995,1758.01001,534500.0,59.71997099999999,34.8232791109988,3.516476551623926,25.11184547098021,42.85714285714286,130.27831481975923,70.36420965261954,81.41647223658099,56.11115387657668,94.06161173158578,81.41647223658099,46.89397204827441,-0.5306203941796981,70.98803362248408,0,0
2010-07-15,1754.709961,1759.189941,1748.97998,1751.290039,392900.0,65.05004899999994,30.387189732979326,3.8576981560020984,25.488655775408716,42.85714285714286,91.40139485867348,67.65149321591653,88.27334600977507,68.00328597854687,88.19315446745667,88.27334600977507,38.09474757942317,-0.2771719683541839,65.42372276280571,0,0
2010-07-16,1751.199951,1754.280029,1736.660034,1738.449951,376500.0,66.63000499999998,20.180205463510482,3.9854773332151705,25.10948075313027,42.85714285714286,55.04906364494038,62.67915138159945,87.45211642674619,76.86619507374387,76.9800840991981,87.45211642674619,22.34158841702201,0.033957324038840726,62.0074371748624,0,1
2010-07-19,1719.140015,1737.900024,1717.969971,1731.949951,282100.0,56.57995600000004,6.552776252906112,3.3771618310497464,23.784001860257113,42.85714285714286,6.956610649502664,60.26438907142489,83.0332420797658,81.68667817800076,71.3037244516878,83.0332420797658,14.878362056436032,0.3861102058312702,61.688175345827304,1,1
2010-07-20,1727.380005,1740.819946,1724.599976,1736.77002,308000.0,51.83007899999984,8.302160708664815,3.0760787217875007,22.678156063714805,42.85714285714286,2.689461795618053,61.45041867304805,81.21031969170215,84.27709928891402,75.51302370858235,81.21031969170215,19.000542787606946,0.6725527183831346,58.25056315345504,1,1
2010-07-21,1752.689941,1755.660034,1740.109985,1748.780029,375900.0,73.13000499999998,16.824595570742478,4.364276785281751,22.260044599931067,42.85714285714286,57.474081794269374,64.30899121687472,79.59823687029642,83.9134522156571,86.00119762455711,79.59823687029642,28.681766080854644,1.0309731210134814,56.686788917019534,0,1
2010-07-22,1744.699951,1752.579956,1732.48999,1735.530029,405200.0,36.890014000000065,11.114064287528524,2.1717381949229564,21.463903149045173,42.85714285714286,-14.508439914462667,59.1019767105484,75.87228633503435,81.43324028070896,69.56340179114629,75.87228633503435,12.058445183148008,1.2585037594788346,56.4907749880576,1,1
2010-07-23,1756.380005,1760.619995,1745.040039,1758.060059,372800.0,35.050048999999944,15.791280481523943,2.0342336258394766,21.0587158156508,42.85714285714286,81.96353285595119,64.38286147780178,78.59813942880979,79.66244488112167,90.6093495680753,78.59813942880979,29.48400786895166,1.379279724024968,58.143681020184324,1,1
2010-07-26,1760.099976,1774.050049,1758.98999,1769.069946,320600.0,35.01989700000013,23.073054107798978,2.019543612377017,21.20259712223281,100.0,134.49591278679966,66.64915906824885,83.0343859486312,79.66267365489476,93.48495705079488,83.0343859486312,36.41105157945027,1.4736729936445878,59.33721689871895,0,1
2010-07-27,1775.469971,1778.719971,1765.420044,1768.310059,361500.0,33.23010299999987,25.485929798184863,1.915191451845688,21.508549456229385,100.0,131.0093121303156,66.33543033275404,84.50464968428096,80.32153965341051,82.86434238683114,84.50464968428096,35.37846006285991,1.4882262061996128,60.57673317114967,1,1
2010-07-28,1773.689941,1775.819946,1764.540039,1773.469971,325700.0,15.459961000000021,24.69223040738786,0.8794011929431411,21.735955238454988,92.85714285714286,101.29921792995125,67.45567492916341,85.57601509764115,81.51709529887947,91.35802469135803,85.57601509764115,38.911005644354354,1.3569007041795924,60.25619054102142,0,1
2010-07-29,1770.439941,1776.959961,1767.959961,1770.880005,348600.0,19.589966000000004,25.350942223175903,1.1186020341431346,21.99416859450648,85.71428571428572,81.86325132699936,66.26374097259934,89.08227597397978,84.15909322666855,87.0947061728395,89.08227597397978,34.75143819734119,1.222346043156573,55.95909761113612,0,1
2010-07-30,1768.23999,1774.73999,1754.579956,1759.329956,370900.0,20.880004999999983,12.872142083502588,1.201070240071589,21.342595272291913,42.85714285714286,27.22436058362495,61.08039734467966,84.57686202744293,85.35483774639519,68.08227983539102,84.57686202744293,17.151834265329583,1.0875225326632454,50.547063732080744,1,1
2010-08-02,1771.380005,1784.099976,1767.599976,1782.27002,332900.0,50.320068999999876,18.950668003150614,2.905399718447166,21.171743324496106,71.42857142857143,100.2396247578266,66.65880990505758,85.32642865096321,85.81324628686158,97.23279016839628,85.32642865096321,35.86769001773004,1.0662141934856024,61.15015802569975,1,1
2010-08-03,1796.0,1796.280029,1784.569946,1790.599976,349300.0,53.82995600000004,26.169027195825745,3.0994291345494362,21.52869217244822,78.57142857142857,153.25288677711754,68.42839579823035,87.30290283913298,86.372896917832,92.74671332768003,87.30290283913298,41.286059594661815,1.0687137204012627,56.51743008344759,0,0
2010-08-04,1795.22998,1795.22998,1774.47998,1789.26001,335400.0,40.47998099999995,16.882293690707247,2.3147554482965793,21.196806566609578,78.57142857142857,111.30578173250551,67.80496564348094,87.07258869064357,86.67221163643248,90.20645394891095,87.07258869064357,39.15838737948295,0.972104662670395,57.92695445275192,0,0
2010-08-05,1796.630005,1797.420044,1773.48999,1783.859985,338100.0,48.32995600000004,18.288169490361817,2.7847375264285823,20.989046775449026,92.85714285714286,74.94412375086068,65.22592396259664,85.47682696552135,85.9511218347408,79.1158975472284,85.47682696552135,30.26460784363677,1.0023041778075243,58.994977044359956,0,0
2010-08-06,1782.469971,1785.97998,1769.459961,1783.829956,336300.0,25.769897000000128,14.45187134843563,1.4658143712483973,20.522105673519498,92.85714285714286,21.90828319632397,65.2110698070071,87.67430086210845,86.57060960167391,79.06964931832655,87.67430086210845,30.2125450555678,0.974207371047753,60.89502863133512,1,0
2010-08-09,1779.380005,1790.209961,1776.719971,1790.170044,290700.0,21.10009799999989,17.477115089090756,1.1927226533755109,20.304606346060304,85.71428571428572,62.45972211390728,66.92377556661168,85.45951094299888,86.59722606008103,86.15884057284835,85.45951094299888,36.26314646044188,0.9331733717579752,64.63113018607511,0,0
2010-08-10,1792.119995,1794.550049,1779.569946,1781.130005,301100.0,12.819946000000073,20.58040484769947,0.7249829256329665,20.32430623903453,71.42857142857143,45.65997953771888,62.22015304687611,79.30512367531358,84.99767022731714,61.974776989253606,79.30512367531358,19.62615250123707,0.8741385796115916,63.57845508861117,0,0
2010-08-11,1775.339966,1776.98999,1754.180054,1758.189941,380400.0,-15.280029999999897,2.515307152132784,-0.8615894404676028,19.052234875684405,71.42857142857143,-142.0967466863018,52.1950208771746,63.11854515535392,80.20686152025921,9.273561349112613,63.11854515535392,-11.293190060421347,0.7870549567090043,54.29370865843456,0,0
2010-08-12,1731.339966,1742.800049,1721.75,1721.75,359800.0,-49.13000499999998,22.843495036369944,-2.7743271628390187,19.32303917287623,-35.714285714285715,-236.31274815248554,40.917047938035495,47.29536564590824,72.5705692563366,0.0,47.29536564590824,-39.32051129179148,0.5928835601040067,43.120296903021426,1,1
2010-08-13,1731.150024,1747.109985,1725.23999,1746.23999,278600.0,-13.089966000000004,19.28349162391271,-0.7440313259805653,19.320214347950266,-35.714285714285715,-115.42680714404393,48.90723591995157,37.95427198146598,62.6265634802081,32.36418099611525,37.95427198146598,-12.456410316911935,0.49646437866315474,46.83936974126041,0,1
2010-08-16,1735.359985,1746.02002,1716.859985,1743.310059,314500.0,-38.95996100000002,23.901277150780725,-2.185974098358001,19.647433119581013,-50.0,-94.96056916538278,48.069669200892875,27.289051689310362,50.992471629470394,32.83273911207027,27.289051689310362,-14.670910251886069,0.2433207734647592,53.523936220203,1,1
2010-08-17,1737.359985,1757.219971,1734.51001,1755.030029,427000.0,-35.56994699999996,14.475032747641947,-1.9864820438264097,19.277975950156794,-50.0,-40.02927251875918,51.63753501567042,24.370267107074362,40.00550031582255,47.38085407807361,24.370267107074362,-2.951503102081942,-0.009997519031582204,55.02995363254672,1,1
