Date,Open,High,Low,Close,Volume,MOM,DMI,ROC,ADX,AROON_OSC,CCI,RSI,slowk,slowd,fastk,fastd,CMO,PPO,UO,Signal_origin,Signal_trend
2010-07-15,1094.459961,1098.660034,1080.530029,1096.47998,4552470000.0,65.77001900000005,5.279745052048138,6.381040398230908,17.32411988161344,50.0,78.90297596394915,59.817698717068104,89.49647168873427,66.87310059134327,96.63469067889659,89.49647168873427,30.529940461275245,-0.8324601159965953,74.59608883316797,0,0
2010-07-16,1093.849976,1093.849976,1063.319946,1064.880005,5297350000.0,37.510009999999966,7.720996039703472,3.6510711995243694,16.638182464334157,50.0,8.030246576394008,48.21681735475365,86.57294878587652,76.3598110076203,60.94866099812454,86.57294878587652,-9.3560413523513,-0.24570504911326793,57.555703021626584,1,1
2010-07-19,1066.849976,1074.699951,1061.109985,1071.25,4089500000.0,48.669983,9.270378769698407,4.75952807515112,16.111910771860174,50.0,-46.52980676011745,50.3088911899912,83.2456645843927,82.17788132039895,68.14233221578752,83.2456645843927,-2.269090582782362,0.4252344361706496,56.89215711375797,1,1
2010-07-20,1064.530029,1083.939941,1056.880005,1083.47998,4713280000.0,55.41992100000016,1.590070542892654,5.390727955515318,15.074636469791065,50.0,-33.923434101806535,54.13974901961566,80.35004413958526,84.17308598867528,80.86916422618533,80.35004413958526,10.288439425854051,1.083996089618542,63.13571501043016,0,1
2010-07-21,1086.670044,1088.959961,1065.25,1069.589966,4747180000.0,9.319946000000073,2.4226937939394473,0.8790162717229322,14.170926278658808,50.0,-44.89532982731203,49.47464183993765,73.95366312053658,82.72375846382506,63.173467483688974,73.95366312053658,-4.667993380227174,1.2932688006057254,57.61741379897719,1,1
2010-07-22,1072.140015,1097.5,1072.140015,1093.670044,4826900000.0,23.42004399999996,9.0074163335147,2.188277879000222,13.802104139719942,50.0,47.36015295940719,56.476441402976995,72.99392087648425,79.42324830137505,91.83597945863497,72.99392087648425,17.224992212709125,1.505104796350629,59.403342385620405,1,1
2010-07-23,1092.170044,1103.72998,1087.880005,1102.660034,4524570000.0,24.700072999999975,13.58853463614969,2.2913720262008885,13.78684917517921,100.0,97.0504237039488,58.77345324829856,80.34743453771623,78.17814545174299,97.71622930428443,80.34743453771623,23.909584030842794,1.5987052145013458,62.3750846382924,1,1
2010-07-26,1102.890015,1115.01001,1101.300049,1115.01001,4009650000.0,36.260009999999966,21.31313530045902,3.3612987253765825,14.324441041270623,100.0,141.04136602370528,61.75922822898404,86.71896809455873,78.8728061537762,100.0,86.71896809455873,32.35240277541521,1.7559932146642283,63.58239485457069,0,0
2010-07-27,1117.359985,1120.949951,1109.780029,1113.839966,4725690000.0,18.5,25.109666653733996,1.688973339260036,15.09481429930372,100.0,128.62911174191348,61.30622069605042,88.32569058177035,80.4679354422132,88.90277666224341,88.32569058177035,30.80546797721681,1.742188188175184,68.95889058399675,0,0
2010-07-28,1112.839966,1114.660034,1103.109985,1106.130005,4002390000.0,10.959961000000021,18.212369705096545,1.000754271909221,15.317496828288922,35.714285714285715,75.5447616112056,58.272989373500025,91.06481993795019,83.89016680569593,76.86911426458818,91.06481993795019,20.375548229605112,1.5371020315353074,65.39842219629143,0,1
2010-07-29,1108.069946,1115.900024,1092.819946,1101.530029,4612420000.0,5.0500489999999445,8.293473487067565,0.46056919342931657,14.81578087534454,35.714285714285715,44.29909859360907,56.47757340130977,86.6355237285485,86.61848737610877,69.68949841162653,86.6355237285485,14.260403657988538,1.2506100831546467,57.45876621718431,1,1
2010-07-30,1098.439941,1106.439941,1088.01001,1101.599976,4006450000.0,36.71997099999999,3.904705726750906,3.4482731225665253,14.036418364730709,35.714285714285715,11.031417127305954,56.49952115281217,81.05201212437413,86.75940289344035,69.79867128341256,81.05201212437413,14.334849197862615,1.2426725049289422,63.54646535403125,1,1
2010-08-02,1107.530029,1127.300049,1107.530029,1125.859985,4144180000.0,54.60998500000005,19.19869050117505,5.097781563593928,14.405152088762447,64.28571428571429,115.30987321010265,63.39445840470746,80.64301948017757,85.54421317056412,97.95503677901722,80.64301948017757,36.01304297574532,1.2640802712273527,65.41126943978341,0,0
2010-08-03,1125.339966,1125.439941,1116.76001,1120.459961,4071820000.0,36.97998099999995,19.198690501175058,3.4130746928983324,14.747547689649064,64.28571428571429,105.36709643183116,61.07395741376749,80.91981043396527,84.06303714100311,90.28673143118183,80.91981043396527,27.90767440812576,1.1743174648740946,61.89977477111549,1,1
2010-08-04,1121.060059,1128.75,1119.459961,1127.23999,4057850000.0,57.65002400000003,21.497950463990488,5.389918177298991,15.229719316387738,78.57142857142857,114.69068374948137,62.9096982691414,85.12578162444503,82.87522947830209,97.89897021698698,85.12578162444503,33.504869414174706,1.391301229572489,60.27443920950182,0,0
2010-08-05,1125.780029,1126.560059,1118.810059,1125.810059,3685560000.0,32.14001499999995,20.771292206922606,2.9387304860660546,15.625545951425943,78.57142857142857,83.48984753579236,62.242999206394266,90.26191627282836,83.60050798715807,95.37017165354317,90.26191627282836,31.090036212108448,1.4274785325463588,65.27900035953336,0,0
2010-08-06,1122.069946,1123.060059,1107.170044,1121.640015,3857890000.0,18.979980999999952,8.280193661465656,1.7212903718971662,15.100877930714494,78.57142857142857,22.9432336911192,60.23809462585138,93.79026296158328,86.14815815459988,87.44040472718719,93.79026296158328,23.746567134078994,1.3986575285135683,69.04897148420751,1,0
2010-08-09,1122.800049,1129.23999,1120.910034,1127.790039,3979360000.0,12.780029000000013,13.401291868741488,1.1461806517772954,14.97947892628785,100.0,79.98763247222672,62.173280699979095,93.49811850430358,88.7191779594251,96.49431449261877,93.49811850430358,30.2311473054698,1.289108536820225,73.7814043280628,0,0
2010-08-10,1122.920044,1127.160034,1111.579956,1121.060059,3979360000.0,7.220092999999906,3.963563687236466,0.648216370429644,14.192627837784181,92.85714285714286,24.78976236334955,58.80071957342171,91.47281928672933,90.82977972997791,80.1602353433106,91.47281928672933,17.889141291445547,1.236532634744589,73.98510761737867,0,0
2010-08-11,1116.890015,1116.890015,1088.550049,1089.469971,4511860000.0,-16.660033999999996,14.869686958871275,-1.5061551467451584,14.240989203576119,85.71428571428572,-151.56632609997618,46.1469300676721,72.60122883693059,88.32486917247503,3.541017967993239,72.60122883693059,-21.430796504835655,1.111758187714352,54.02506223199931,0,0
2010-08-12,1081.47998,1086.719971,1076.689941,1083.609985,4521050000.0,-17.92004399999996,22.641678339187713,-1.6268320906574152,14.841038427548375,-21.42857142857143,-198.76902291353014,44.24484024261878,56.16089100382179,81.50466411867372,13.168482487999144,56.16089100382179,-26.543686093128414,1.0083121181598236,54.084418429502,0,1
2010-08-13,1082.219971,1086.25,1079.0,1079.25,3328890000.0,-22.34997599999997,22.641678339187703,-2.028864967949129,15.39822699266547,-21.42857142857143,-125.36414494626204,42.8303090910009,39.64714178545845,70.67603988344875,4.871658635370469,39.64714178545845,-30.338146525211844,0.7401404987208063,49.23801437961771,1,1
2010-08-16,1077.48999,1082.619995,1069.48999,1079.380005,3142450000.0,-46.47998000000007,28.695462641032815,-4.128397901982462,16.34802953897742,-35.714285714285715,-102.52240183570872,42.88894043455908,23.658744158901207,56.70816501436828,16.55232635983255,23.658744158901207,-30.11268723960025,0.2822213001946663,50.007443273219906,1,1
2010-08-17,1081.160034,1100.140015,1081.160034,1092.540039,3968210000.0,-27.919922000000042,11.399613265334033,-2.491826836461142,15.99457123371718,-35.714285714285715,-40.43071857996661,48.63194026115644,15.342194663460822,41.48204008971457,38.57748786610869,15.342194663460822,-8.699817345395012,-0.011583843635798945,49.38766164316427,1,0
2010-08-18,1092.079956,1099.77002,1085.76001,1094.160034,3724260000.0,-33.07995600000004,11.39961326533402,-2.9345974498296568,15.666359950261239,-35.714285714285715,-23.668433229651026,49.30771476395009,22.89174638366969,31.540143599062397,41.28877656903759,22.89174638366969,-6.27763792243109,-0.42169242887205155,49.46982319834828,0,0
2010-08-19,1092.439941,1092.439941,1070.660034,1075.630005,4290540000.0,-50.18005399999993,21.892232435257043,-4.457239798032386,16.11106512776094,-35.714285714285715,-72.60515723430018,42.43157220882944,22.31328503251336,24.77062240480071,10.276175732217487,22.31328503251336,-27.163092852370426,-0.7944468823704581,44.13879805135997,0,0
