,True_Label,Predicted_Label
0,1,1
1,1,1
2,1,0
3,1,0
4,1,0
5,0,0
6,1,0
7,0,0
8,1,0
9,0,1
10,0,1
11,1,0
12,1,0
13,0,0
14,1,0
15,0,0
16,1,0
17,1,0
18,0,0
19,0,0
20,1,0
21,1,0
22,1,0
23,0,0
24,0,0
25,0,0
26,1,0
27,1,0
28,0,0
29,0,0
30,1,0
31,1,0
32,0,0
33,0,0
34,0,0
35,1,0
36,0,0
37,0,0
38,1,0
39,1,0
40,0,0
41,1,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,1,0
48,0,0
49,1,0
50,1,0
51,1,0
52,1,0
53,1,0
54,1,0
55,0,1
56,1,1
57,1,1
58,1,1
59,1,1
60,1,1
61,1,1
62,0,1
63,1,1
64,0,1
65,0,1
66,0,1
67,1,1
68,1,1
69,1,0
70,0,0
71,0,0
72,1,0
73,0,0
74,0,0
75,1,0
76,0,0
77,0,0
78,0,0
79,0,0
80,1,0
81,0,0
82,0,0
83,0,0
84,0,0
85,1,0
86,0,0
87,1,0
88,0,0
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,1,0
95,0,0
96,1,0
97,1,0
98,0,0
99,1,0
100,0,0
101,0,0
102,0,0
103,0,0
104,0,0
105,1,0
106,0,0
107,0,0
108,1,0
109,1,0
110,0,0
111,0,0
112,0,0
113,1,1
114,1,1
115,1,1
116,1,1
117,1,1
118,0,1
119,1,1
120,1,1
121,1,1
122,1,1
123,1,1
124,1,1
125,1,1
126,1,1
127,1,1
128,0,1
129,1,1
130,1,1
131,1,1
132,1,1
133,1,1
134,1,1
135,0,0
136,1,0
137,0,0
138,1,0
139,1,0
140,1,0
141,0,0
142,1,0
143,0,0
144,0,0
145,0,0
146,0,0
147,0,0
148,0,0
149,1,0
150,1,0
151,1,0
152,1,1
153,1,1
154,1,1
155,0,1
156,0,1
157,1,1
158,0,1
159,0,1
160,1,1
161,1,1
162,1,1
163,1,1
164,0,1
165,1,1
166,0,1
167,0,1
168,1,1
169,0,1
170,0,1
171,0,1
172,1,1
173,1,1
174,0,1
175,1,1
176,1,1
177,0,1
178,0,1
179,0,1
180,1,1
181,1,1
182,1,1
183,1,1
184,0,1
185,0,1
186,1,1
187,1,1
188,1,1
189,1,1
190,1,1
191,1,1
192,1,1
193,1,1
194,0,1
195,1,1
196,0,1
197,1,1
198,1,1
199,0,1
200,1,1
201,0,1
202,0,1
203,1,1
204,1,1
205,1,0
206,0,0
207,1,0
208,1,0
209,0,0
210,1,0
211,0,0
212,1,0
213,1,0
214,0,0
215,0,0
216,1,0
217,0,0
218,0,0
219,1,0
220,0,0
221,0,0
222,0,0
223,1,0
224,1,0
225,1,0
226,1,0
227,1,0
228,1,0
229,0,0
230,1,0
231,1,0
232,0,0
233,1,0
234,0,0
235,0,0
236,0,0
237,1,0
238,0,0
239,1,0
240,1,0
241,1,0
242,1,0
243,0,0
244,0,0
245,1,0
246,1,0
247,1,0
248,1,0
249,1,0
250,1,0
251,0,0
252,1,0
253,1,0
254,0,0
255,1,0
256,1,0
257,0,0
258,0,0
259,0,0
260,1,0
261,0,0
262,0,0
263,1,0
264,0,0
265,0,0
266,1,0
267,1,0
268,1,0
269,1,0
270,0,0
271,1,0
272,1,0
273,1,0
274,1,0
275,1,0
276,1,0
277,1,0
278,0,0
279,1,0
280,1,0
281,1,0
282,1,0
283,0,0
284,1,0
285,0,0
286,1,0
287,1,0
288,1,0
289,0,0
290,0,0
291,0,0
292,1,0
293,1,0
294,0,0
295,1,0
296,1,0
297,0,0
298,1,0
299,1,0
300,0,0
301,0,0
302,0,0
303,0,0
304,0,0
305,0,0
306,0,0
307,0,0
308,1,0
309,1,0
310,0,0
311,0,0
312,1,0
313,1,0
314,0,0
315,0,0
316,1,0
317,1,0
318,1,0
319,0,0
320,1,0
321,0,0
322,0,0
323,0,0
324,0,0
325,0,0
326,0,0
327,1,0
328,0,0
329,1,0
330,1,1
331,1,1
332,0,1
333,1,1
334,0,1
335,1,1
336,0,1
337,0,1
338,0,1
339,0,1
340,1,1
341,0,1
342,1,1
343,1,1
344,0,1
345,0,1
346,1,1
347,1,1
348,0,1
349,1,1
350,1,1
351,0,1
352,1,1
353,1,1
354,0,1
355,1,1
356,1,1
357,0,1
358,1,1
359,0,1
360,1,1
361,1,1
362,1,1
363,1,1
364,1,1
365,0,1
366,0,1
367,0,1
368,1,1
369,1,1
370,1,0
371,1,0
372,1,0
373,1,0
374,0,0
375,0,0
376,0,0
377,0,0
378,0,0
379,0,0
380,0,0
381,0,0
382,0,0
383,1,0
384,1,0
385,0,0
386,0,0
387,0,0
388,1,0
389,1,0
390,1,0
391,1,0
392,1,1
393,0,1
394,0,1
395,1,1
396,1,1
397,0,1
398,1,1
399,1,1
400,1,1
401,1,1
402,1,1
403,1,1
404,1,1
405,1,1
406,1,1
407,1,1
408,0,1
409,0,1
410,1,1
411,1,1
412,1,1
413,1,1
414,1,0
415,0,0
416,0,0
417,1,0
418,1,0
419,1,0
420,1,0
421,1,0
422,1,0
423,0,0
424,0,0
425,1,0
426,1,0
427,1,0
428,1,0
429,1,0
430,0,0
431,0,0
432,0,0
433,1,0
434,1,0
435,1,0
436,1,0
437,1,0
438,1,0
439,0,0
440,1,0
441,1,0
442,0,0
443,1,0
444,0,0
445,0,0
446,1,0
447,1,0
448,1,0
449,1,0
450,0,0
451,0,0
452,0,0
453,1,1
454,1,1
455,1,1
456,1,1
457,1,1
458,1,1
459,1,1
460,1,1
461,1,1
462,1,1
463,0,1
464,0,1
465,0,1
466,0,1
467,1,1
468,1,1
469,0,1
470,1,1
471,1,1
472,0,1
473,0,1
474,1,1
475,1,1
476,1,1
477,0,1
478,1,1
479,0,1
480,0,1
481,1,1
482,1,1
483,0,1
484,1,1
485,1,1
486,1,1
487,0,1
488,0,1
489,0,1
490,0,1
491,1,1
492,0,1
493,1,1
494,1,1
495,1,1
496,0,1
497,1,1
498,1,1
499,1,1
500,1,1
501,1,1
502,1,1
503,0,1
504,0,1
505,0,1
506,0,1
507,1,1
508,1,1
509,1,1
510,0,0
511,0,0
512,0,0
513,0,0
514,1,0
515,0,0
516,1,0
517,0,0
518,0,0
519,0,0
520,1,0
521,0,0
522,1,0
523,0,0
524,1,0
525,1,0
526,1,0
527,1,0
528,1,1
529,1,1
530,0,1
531,1,1
532,0,1
533,1,1
534,1,1
535,1,1
536,1,0
537,1,0
538,1,0
539,0,0
540,1,0
541,0,0
542,1,0
543,1,0
544,1,0
545,1,0
546,0,0
547,1,0
548,0,0
549,0,0
550,1,0
551,0,0
552,1,0
553,0,0
554,1,0
555,1,0
556,0,0
557,0,0
558,1,0
559,0,0
560,0,0
561,0,0
562,0,0
563,1,0
564,1,0
565,1,0
566,1,0
567,1,0
568,0,0
569,0,0
570,0,0
571,1,0
572,1,0
573,1,0
574,0,0
575,1,0
576,1,0
577,0,0
578,0,0
579,1,0
580,1,0
581,1,0
582,1,0
583,0,0
584,0,0
585,0,0
586,0,0
587,1,0
588,1,0
589,1,0
590,1,0
591,1,0
592,0,0
593,1,0
594,1,0
595,1,0
596,0,0
597,0,0
598,0,0
599,0,0
600,0,0
601,0,0
602,0,0
603,1,0
604,1,0
605,0,0
606,0,0
607,0,0
608,0,0
609,1,0
610,0,0
611,0,0
612,0,1
613,0,1
614,0,1
615,1,1
616,1,1
617,1,1
618,1,1
619,0,1
620,0,1
621,1,1
622,1,0
623,0,0
624,1,0
625,0,1
626,1,1
627,1,1
628,0,1
629,1,1
630,1,1
631,0,1
632,1,1
633,0,1
634,1,1
635,1,1
636,0,1
637,1,1
638,0,0
639,1,0
640,1,0
641,0,0
642,1,0
643,1,0
644,1,0
645,0,0
646,1,0
647,0,0
648,0,0
649,1,0
650,1,0
651,0,0
652,1,0
653,0,0
654,0,0
655,0,0
656,1,0
657,1,0
658,0,0
659,0,0
660,1,0
661,0,0
662,1,0
663,1,1
664,1,1
665,1,1
666,0,1
667,0,1
668,1,1
669,1,1
670,1,1
671,1,1
672,0,1
673,1,1
674,0,1
675,1,1
676,0,1
677,1,1
678,1,1
679,0,1
680,0,1
681,1,1
682,0,1
683,0,1
684,1,1
685,1,0
686,1,0
687,0,0
688,1,0
689,0,0
690,0,0
691,1,0
692,1,0
693,1,0
694,0,0
695,1,0
696,1,0
697,1,0
698,0,0
699,1,1
700,0,1
701,1,1
702,0,1
703,0,1
704,0,1
705,0,1
706,0,1
707,0,1
708,1,1
709,0,1
710,1,1
711,1,1
712,0,1
713,0,1
714,0,1
715,0,1
716,1,1
717,1,1
718,1,1
719,1,1
720,1,1
721,1,1
722,0,1
723,0,1
724,0,1
725,1,1
726,1,1
727,0,0
728,0,0
729,0,0
730,1,1
731,0,1
732,0,1
733,0,1
734,0,1
735,0,1
736,1,1
737,1,1
738,1,1
739,0,1
740,1,1
741,1,1
742,0,1
743,1,1
744,1,1
745,1,1
746,1,1
747,1,1
748,0,1
749,1,1
750,0,1
751,1,1
752,1,1
753,1,1
754,1,1
755,1,1
756,1,1
757,0,1
758,0,1
759,0,0
760,1,0
761,1,0
762,0,0
763,0,0
764,0,0
765,1,0
766,1,0
767,1,0
768,1,0
769,1,0
770,1,0
771,1,0
772,0,0
773,1,0
774,1,0
775,0,0
776,1,0
777,0,1
778,1,1
779,1,1
780,0,1
781,1,1
782,1,1
783,1,1
784,1,0
785,1,0
786,1,0
787,0,0
788,1,0
789,0,0
790,1,0
791,0,0
792,0,0
793,1,0
794,1,0
795,0,0
796,1,0
797,0,0
798,0,0
799,1,0
800,0,0
801,1,0
802,0,0
803,1,0
804,1,0
805,0,0
806,1,0
807,0,0
808,0,0
809,0,0
810,1,0
811,1,0
812,1,0
813,1,0
814,1,0
815,0,0
816,1,0
817,0,0
818,1,0
819,0,0
820,0,0
821,0,0
822,1,0
823,1,0
824,1,0
825,0,0
826,0,0
827,0,0
828,1,0
829,1,0
830,1,0
831,1,0
832,1,0
833,0,0
834,0,0
835,0,0
836,1,0
837,1,0
838,1,0
839,0,0
840,0,0
841,1,0
842,0,0
843,0,0
844,0,0
845,0,0
846,0,0
847,1,0
848,1,0
849,1,0
850,1,0
851,1,1
852,0,1
853,1,1
854,0,1
855,0,1
856,0,1
857,0,1
858,0,1
859,0,1
860,1,1
861,1,1
862,1,1
863,1,1
864,1,1
865,1,1
866,1,1
867,1,1
868,1,1
869,1,1
870,1,1
871,0,1
872,1,1
873,0,1
874,0,1
875,1,1
876,1,1
877,1,0
878,1,0
879,0,0
880,0,0
881,1,0
882,0,0
883,0,0
884,0,0
885,0,0
886,1,0
887,1,0
888,0,0
889,1,0
890,0,0
891,0,0
892,1,0
893,0,0
894,1,1
895,1,1
896,1,1
897,1,1
898,0,1
899,1,1
900,1,1
901,0,1
902,1,1
903,0,1
904,1,1
905,0,1
906,0,1
907,1,1
908,1,1
909,0,0
910,1,0
911,1,0
912,0,0
913,0,0
914,1,0
915,1,0
916,1,0
917,1,0
918,0,0
919,0,0
920,1,0
921,0,0
922,1,0
923,0,0
924,1,0
925,0,0
926,1,0
927,0,0
928,0,0
929,1,0
930,0,0
931,0,0
932,1,0
933,1,0
934,0,0
935,1,0
936,1,0
937,1,0
938,1,1
939,0,1
940,0,1
941,0,1
942,1,1
943,0,1
944,0,1
945,1,1
946,0,1
947,0,1
948,0,0
949,0,0
950,1,1
951,0,1
952,1,1
953,1,1
954,1,1
955,0,1
956,0,1
957,1,1
958,1,1
959,0,1
960,1,1
961,0,1
962,1,1
963,1,1
964,0,1
965,0,1
966,0,1
967,1,1
968,1,1
969,1,1
970,1,1
971,1,1
972,0,1
973,0,1
974,0,1
975,0,1
976,1,0
977,0,0
978,0,0
979,0,0
980,1,0
981,1,0
982,0,0
983,1,0
984,0,0
985,1,0
986,1,1
987,1,1
988,1,1
989,0,1
990,1,1
991,1,1
992,1,1
993,1,1
994,0,1
995,1,1
996,1,1
997,0,1
998,1,1
999,1,1
1000,1,1
1001,0,1
1002,1,1
1003,1,0
1004,0,0
1005,1,0
1006,0,0
1007,0,0
1008,0,0
1009,1,0
1010,1,0
1011,1,0
1012,1,0
1013,0,0
1014,0,0
1015,1,0
1016,1,0
1017,1,0
1018,1,0
1019,0,0
1020,1,0
1021,1,0
1022,0,0
1023,1,0
1024,1,0
1025,0,0
1026,1,0
1027,1,0
1028,1,0
1029,1,0
1030,0,0
1031,0,0
1032,0,0
1033,1,0
1034,1,0
1035,1,0
1036,1,0
1037,0,0
1038,1,0
1039,1,0
1040,1,0
1041,1,0
1042,1,0
1043,0,0
1044,0,0
1045,1,0
1046,1,0
1047,0,0
1048,1,0
1049,1,0
1050,1,0
1051,1,0
1052,1,0
1053,1,0
1054,1,0
1055,1,0
1056,0,0
1057,1,0
1058,1,0
1059,1,0
1060,1,0
1061,1,0
1062,0,0
1063,0,0
1064,0,0
1065,1,0
1066,0,0
1067,0,0
1068,0,0
1069,0,0
1070,0,0
1071,1,0
1072,1,0
1073,1,0
1074,0,0
1075,1,0
1076,1,0
1077,1,1
1078,0,1
1079,1,1
1080,1,1
1081,1,1
1082,0,1
1083,0,1
1084,0,1
1085,1,1
1086,1,1
1087,1,1
1088,0,1
1089,0,1
1090,1,1
1091,1,0
1092,1,0
1093,1,0
1094,0,0
1095,0,0
1096,0,0
1097,0,0
1098,1,0
1099,1,0
1100,1,0
1101,1,0
1102,1,0
1103,1,0
1104,1,0
1105,1,0
1106,0,0
1107,0,0
1108,1,0
1109,1,0
1110,1,0
1111,1,0
1112,0,0
1113,0,0
1114,0,0
1115,0,0
1116,1,0
1117,1,0
1118,1,0
1119,1,0
1120,1,0
1121,0,0
1122,1,0
1123,0,0
1124,0,0
1125,1,0
1126,0,0
1127,0,0
1128,0,0
1129,0,0
1130,0,0
1131,1,0
1132,0,0
1133,1,0
1134,1,0
1135,1,0
1136,1,0
1137,0,0
1138,0,0
1139,0,0
1140,1,0
1141,0,0
1142,0,0
1143,0,0
1144,0,0
1145,0,1
1146,0,1
1147,1,1
1148,1,1
1149,1,1
1150,1,1
1151,0,1
1152,0,1
1153,1,1
1154,1,1
1155,0,1
1156,0,1
1157,0,1
1158,1,1
1159,1,1
1160,1,1
1161,0,1
1162,1,1
1163,1,1
1164,0,1
1165,1,1
1166,0,1
1167,1,1
1168,0,1
1169,1,1
1170,0,1
1171,0,1
1172,1,1
1173,1,1
1174,1,1
1175,0,1
1176,0,1
1177,0,1
1178,0,1
1179,0,1
1180,0,0
1181,1,0
1182,1,0
1183,1,0
1184,1,0
1185,0,0
1186,0,0
1187,1,0
1188,1,0
1189,0,0
1190,1,0
1191,0,0
1192,0,1
1193,0,1
1194,1,1
1195,1,1
1196,1,1
1197,0,1
1198,0,1
1199,0,1
1200,1,0
1201,1,0
1202,0,0
1203,0,0
1204,1,0
1205,0,0
1206,1,0
1207,1,0
1208,1,0
1209,0,0
1210,1,0
1211,1,0
1212,1,0
1213,0,0
1214,1,0
1215,0,0
1216,1,0
1217,0,1
1218,0,1
1219,0,1
1220,0,0
1221,0,0
1222,0,0
1223,0,0
1224,1,0
1225,1,0
1226,1,0
1227,1,0
1228,1,0
1229,0,0
1230,0,0
1231,0,0
1232,0,0
1233,1,0
1234,1,0
1235,0,1
1236,1,1
1237,1,1
1238,0,1
1239,1,1
1240,0,0
1241,0,0
1242,1,0
1243,0,0
1244,0,0
1245,1,0
1246,0,0
1247,0,0
1248,0,0
1249,1,0
1250,1,0
1251,0,0
1252,0,0
1253,1,0
1254,1,0
1255,1,0
1256,0,0
1257,0,0
1258,1,0
1259,0,0
1260,0,0
1261,0,0
1262,1,0
1263,1,0
1264,0,0
1265,1,0
1266,1,0
1267,1,0
1268,0,0
1269,1,0
1270,1,1
1271,1,1
1272,1,1
1273,1,1
1274,1,1
1275,1,1
1276,0,1
1277,1,1
1278,1,1
1279,1,1
1280,1,1
1281,1,1
1282,1,1
1283,1,1
1284,0,1
1285,1,1
1286,0,0
1287,0,0
1288,0,0
1289,0,0
1290,0,0
1291,0,0
1292,1,0
1293,1,0
1294,0,0
1295,1,0
1296,1,0
1297,0,0
1298,0,0
1299,1,0
1300,0,0
1301,0,0
1302,1,0
1303,0,0
1304,1,0
1305,0,0
1306,1,0
1307,0,0
1308,1,0
1309,1,0
1310,1,0
1311,0,0
1312,0,0
1313,1,0
1314,1,0
1315,0,0
1316,1,0
1317,0,0
1318,0,0
1319,1,0
1320,1,0
1321,1,0
1322,0,0
1323,0,0
1324,0,0
1325,0,0
1326,0,0
1327,1,0
1328,1,0
1329,0,0
1330,1,0
1331,0,0
1332,1,0
1333,1,0
1334,1,1
1335,1,1
1336,1,1
1337,1,1
1338,1,1
1339,0,1
1340,1,1
1341,1,1
1342,0,1
1343,0,1
1344,1,1
1345,0,1
1346,0,1
1347,1,1
1348,0,1
1349,0,1
1350,0,1
1351,0,1
1352,1,1
1353,1,1
1354,1,1
1355,1,1
1356,1,1
1357,1,1
1358,1,1
